index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
6853,City Hotel,0,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-24,Deanna Harmon,Deanna.H@zoho.com,810-012-8603,************7745
6854,City Hotel,0,66,2017,March,10,10,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-03-13,Misty Garrison,Garrison_Misty@verizon.com,644-977-6108,************5611
6855,City Hotel,1,92,2016,March,13,26,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,100.0,0,0,Canceled,2016-01-19,Chris Shelton,Chris_Shelton41@verizon.com,781-907-6232,************6549
6856,City Hotel,1,68,2016,October,43,18,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,2,Canceled,2016-10-16,Richard Moore,RichardMoore@yahoo.com,476-825-9189,************6192
6857,Resort Hotel,0,2,2016,June,23,1,0,2,3,1.0,0,BB,SAU,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,171.0,1,0,Check-Out,2016-06-03,Devin Reed,DReed90@mail.com,572-969-3906,************1245
6858,City Hotel,0,92,2017,April,16,17,1,2,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,110.5,0,1,Check-Out,2017-04-20,Crystal Watson,CWatson54@gmail.com,104-659-4172,************3684
6859,Resort Hotel,0,192,2017,March,9,2,1,3,2,0.0,0,BB,NLD,Groups,Corporate,0,0,0,D,F,0,No Deposit,,223.0,185,Transient-Party,47.0,0,0,Check-Out,2017-03-06,Aaron Singleton,Aaron_S@xfinity.com,820-904-8235,************1457
6860,City Hotel,0,256,2015,September,38,14,1,2,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient-Party,76.67,0,0,Check-Out,2015-09-17,Dennis Martinez,Dennis.M62@outlook.com,440-663-8915,************5977
6861,City Hotel,0,98,2015,November,48,23,1,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-26,Brenda Baker,Baker_Brenda44@yahoo.com,650-911-7974,************3323
6862,Resort Hotel,0,12,2017,August,31,1,1,5,2,0.0,0,BB,ISL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,210.67,0,2,Check-Out,2017-08-07,Kristin Tran,KTran@gmail.com,174-826-2760,************7354
6863,Resort Hotel,1,313,2017,May,21,27,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,86.91,0,0,Canceled,2016-10-13,Crystal Santos,Crystal.S@yahoo.com,779-951-6858,************9009
6864,City Hotel,0,79,2016,April,18,25,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,173.0,,0,Transient-Party,90.95,0,1,Check-Out,2016-04-27,Mariah Thomas,Thomas_Mariah@yahoo.com,762-816-9876,************6719
6865,City Hotel,0,139,2016,May,19,5,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,99.45,0,2,Check-Out,2016-05-09,Ian Li,Ian_Li@hotmail.com,506-949-5192,************8912
6866,City Hotel,1,44,2015,September,37,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,41.0,,0,Transient,126.0,0,0,Canceled,2015-08-17,Christopher Wilkins,Wilkins.Christopher@protonmail.com,358-913-8974,************5261
6867,City Hotel,0,46,2015,August,34,17,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,David Johnson,Johnson_David@aol.com,488-471-8803,************5533
6868,City Hotel,0,33,2016,January,5,25,1,1,2,0.0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,38.0,,15,Transient-Party,64.0,0,0,Check-Out,2016-01-27,Gerald Haas,Haas.Gerald@aol.com,859-275-8520,************9497
6869,City Hotel,0,35,2017,May,19,10,0,1,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,39.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-05-11,Nancy Burton,NBurton@yahoo.com,324-208-3540,************4123
6870,Resort Hotel,0,141,2016,May,22,25,0,1,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,251.0,,0,Transient-Party,59.0,0,1,Check-Out,2016-05-26,Justin Romero,Justin.R@yahoo.com,182-788-8096,************6311
6871,Resort Hotel,0,38,2017,April,15,14,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,98.33,0,1,Check-Out,2017-04-17,Daniel Cooper,Daniel_Cooper32@hotmail.com,541-361-5202,************9559
6872,City Hotel,0,17,2015,September,39,26,2,2,1,0.0,0,BB,IRN,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30,Michelle Weiss,MWeiss80@outlook.com,761-216-5972,************9457
6873,Resort Hotel,1,25,2016,November,48,25,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,175.0,,0,Transient,45.36,0,0,Canceled,2016-11-07,Nicole Sanchez,Sanchez_Nicole70@att.com,854-245-1674,************8935
6874,City Hotel,1,359,2015,October,42,11,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-01-30,Taylor Flowers,TaylorFlowers14@yahoo.com,115-781-3604,************1622
6875,City Hotel,0,3,2016,March,13,22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,0,Check-Out,2016-03-23,Joshua Brady,Joshua_B@zoho.com,270-755-7208,************1922
6876,City Hotel,0,8,2017,February,6,10,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,54.71,0,1,Check-Out,2017-02-14,Gwendolyn Molina,Gwendolyn.M@yahoo.com,451-069-0258,************8353
6877,City Hotel,1,131,2015,August,33,15,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-08-01,Maria Chambers,Maria_C@hotmail.com,902-703-2755,************2799
6878,City Hotel,0,185,2017,August,31,2,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Check-Out,2017-08-05,Katie Jackson,Katie_J@yandex.com,669-504-8103,************6717
6879,Resort Hotel,0,33,2016,November,47,19,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,1,Check-Out,2016-11-23,Christopher Aguilar,Christopher_A@zoho.com,104-796-3215,************2766
6880,City Hotel,0,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-09-11,Albert Meyer,Albert.Meyer@hotmail.com,879-002-5378,************6438
6881,Resort Hotel,1,18,2017,June,25,21,1,4,2,0.0,0,BB,IDN,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,222.0,0,2,Canceled,2017-06-12,Christina Olson,Christina_O91@verizon.com,218-457-9778,************5400
6882,City Hotel,1,12,2016,June,25,12,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.0,0,0,Canceled,2016-06-03,Kim Gonzalez,Gonzalez.Kim@aol.com,359-061-9839,************8743
6883,City Hotel,0,215,2016,November,48,21,1,2,1,0.0,0,BB,MKD,Groups,Corporate,0,0,0,A,D,2,No Deposit,,233.0,0,Transient,75.0,0,1,Check-Out,2016-11-24,Bryan Harvey,BHarvey@yandex.com,185-012-5312,************4947
6884,City Hotel,0,0,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,2,No Deposit,,,0,Transient-Party,145.0,0,0,Check-Out,2015-10-04,Michael Dennis,Michael_Dennis@hotmail.com,128-542-9849,************7393
6885,Resort Hotel,0,272,2017,July,27,3,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,136.45,0,0,Check-Out,2017-07-13,Kimberly Wall,Kimberly_W@zoho.com,433-952-9302,************1292
6886,City Hotel,0,1,2016,March,14,28,1,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,101.0,0,0,Check-Out,2016-03-29,Robin Gregory,Gregory.Robin@gmail.com,164-083-4742,************8869
6887,City Hotel,0,41,2016,December,53,27,2,5,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,69.29,0,0,Check-Out,2017-01-03,David Ramirez,Ramirez.David21@mail.com,761-225-0071,************8585
6888,City Hotel,0,64,2016,April,17,21,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Check-Out,2016-04-24,Cassandra Hoover,Cassandra_Hoover@xfinity.com,499-558-0177,************3876
6889,Resort Hotel,0,52,2016,September,38,13,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,152.1,0,1,Check-Out,2016-09-15,Donna Duncan,DDuncan@yandex.com,970-372-6450,************8714
6890,City Hotel,0,29,2016,October,41,5,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.0,0,2,Check-Out,2016-10-07,Dylan Carson,DCarson@verizon.com,330-543-8746,************8325
6891,City Hotel,0,122,2016,March,14,27,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,107.0,0,1,Check-Out,2016-03-30,Joshua Moon,Joshua.Moon88@hotmail.com,532-018-4713,************7944
6892,Resort Hotel,1,172,2017,April,17,29,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,97.71,0,0,Canceled,2016-12-27,Crystal Anderson,Anderson.Crystal@verizon.com,873-186-0712,************8785
6893,City Hotel,1,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-18,Amber Avery,Amber_A55@att.com,316-634-1525,************2622
6894,Resort Hotel,0,0,2016,January,5,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,39.0,0,0,Check-Out,2016-01-28,April Chavez,Chavez_April@verizon.com,765-382-7620,************7908
6895,City Hotel,1,373,2017,April,14,5,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17,Kyle Clayton,KyleClayton@xfinity.com,210-464-6968,************6245
6896,City Hotel,0,0,2016,July,28,7,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient,159.0,0,0,Check-Out,2016-07-08,Sherry Brown,Sherry_Brown@att.com,505-967-1057,************7169
6897,City Hotel,0,18,2015,October,40,2,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,111.75,0,2,Check-Out,2015-10-06,Kathryn Trujillo,Trujillo_Kathryn83@outlook.com,926-322-5375,************9317
6898,Resort Hotel,0,2,2015,November,47,18,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,,0,Transient,49.0,1,0,Check-Out,2015-11-21,Jay Crawford,Jay.Crawford@protonmail.com,541-165-4231,************8331
6899,City Hotel,1,420,2016,September,36,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,35.0,,0,Transient,75.0,0,0,Canceled,2015-10-12,Daniel Spencer,Spencer.Daniel@att.com,532-385-0421,************7706
6900,City Hotel,1,316,2017,May,19,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,2017-01-09,Michael Bishop,Michael.B@att.com,539-012-4413,************2196
6901,City Hotel,0,48,2015,October,40,2,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,73.51,0,0,Check-Out,2015-10-05,Ricardo Blankenship II,RicardoII@protonmail.com,384-517-5388,************8834
6902,City Hotel,0,1,2017,May,21,26,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,,0,Transient,179.5,0,0,Check-Out,2017-05-28,Karen Lester,Karen.L99@protonmail.com,494-233-4897,************4923
6903,City Hotel,0,19,2017,January,1,2,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.9,0,1,Check-Out,2017-01-06,Angela Lewis,Lewis.Angela@verizon.com,602-868-1563,************7022
6904,Resort Hotel,1,3,2016,June,26,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,1,Canceled,2016-06-23,Julia Lopez,JuliaLopez@hotmail.com,940-105-7144,************9563
6905,Resort Hotel,0,40,2016,November,46,8,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.8,0,1,Check-Out,2016-11-12,Mark Mcdonald,Mark.M53@protonmail.com,763-189-2770,************9441
6906,Resort Hotel,0,0,2016,April,15,5,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,56.0,0,0,Check-Out,2016-04-06,Tiffany Fitzgerald,Tiffany.F@yahoo.com,500-640-2923,************6521
6907,Resort Hotel,1,58,2016,November,45,1,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,2016-09-24,Kristy Austin,Kristy_A50@verizon.com,185-091-0113,************9928
6908,City Hotel,0,36,2017,June,25,19,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,2017-06-22,Antonio Fernandez,AFernandez@zoho.com,160-349-5607,************8438
6909,City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19,Nicholas Horton,Nicholas.H@comcast.net,493-060-0067,************8209
6910,Resort Hotel,0,1,2016,July,29,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.43,0,0,Check-Out,2016-07-23,Brittany Lee,Brittany_Lee@protonmail.com,952-192-2519,************4645
6911,Resort Hotel,0,225,2016,May,22,26,0,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-05-29,Judy Sanders,Sanders.Judy@xfinity.com,459-407-7512,************3504
6912,Resort Hotel,1,182,2016,June,23,3,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,248.0,,0,Transient,97.3,0,0,Canceled,2016-01-20,Mary Thomas,Thomas_Mary@hotmail.com,844-790-1234,************4535
6913,City Hotel,0,92,2017,June,24,15,0,1,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.1,0,0,Check-Out,2017-06-16,Anne Morales,Anne.Morales@yandex.com,293-376-6198,************2048
6914,Resort Hotel,0,0,2016,May,21,16,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,242.0,,0,Transient,79.2,0,1,Check-Out,2016-05-18,Michelle Maldonado,Michelle.M@aol.com,331-541-6137,************9702
6915,City Hotel,0,1,2016,September,37,6,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,43,A,B,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016-09-09,Evelyn Briggs,Evelyn_Briggs42@comcast.net,383-021-1271,************6173
6916,Resort Hotel,0,0,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,63.0,0,0,Check-Out,2016-11-24,Amber Castro,Amber.C@protonmail.com,181-288-9219,************3411
6917,Resort Hotel,0,11,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,44.0,1,0,Check-Out,2016-10-31,Keith Martinez,Keith.M@outlook.com,657-658-6104,************3022
6918,City Hotel,1,0,2017,August,32,8,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,80.0,0,0,Canceled,2017-08-08,Carlos Olson,Olson.Carlos@mail.com,848-407-1044,************6012
6919,City Hotel,0,95,2017,August,32,12,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,145.0,0,1,Check-Out,2017-08-17,Shawn Mcclain,Shawn.Mcclain@protonmail.com,376-772-0861,************9123
6920,Resort Hotel,1,26,2016,February,8,20,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,63.0,0,1,Canceled,2016-02-04,Michelle Stephens,Stephens.Michelle68@zoho.com,530-933-0423,************9780
6921,City Hotel,1,104,2017,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,2017-01-31,Jessica Ortega,Jessica_O@outlook.com,205-267-0901,************3130
6922,City Hotel,1,168,2016,October,41,4,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,82.28,0,0,Canceled,2016-04-25,Daniel Newton,DNewton@verizon.com,491-369-7615,************3396
6923,City Hotel,0,63,2015,September,39,24,2,4,1,0.0,0,BB,GRC,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Contract,118.43,0,0,Check-Out,2015-09-30,James Cruz,James.C71@zoho.com,810-809-1390,************2249
6924,City Hotel,1,87,2017,April,15,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,95.0,0,0,Canceled,2017-01-18,James Jackson,Jackson_James56@yahoo.com,669-502-7276,************6269
6925,City Hotel,0,131,2016,October,41,4,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient,144.67,0,1,Check-Out,2016-10-07,Lisa Potter,Potter.Lisa@att.com,307-490-1911,************4418
6926,City Hotel,0,118,2016,June,24,6,1,2,1,0.0,0,BB,TUR,Offline TA/TO,Corporate,0,0,0,A,A,2,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2016-06-09,Robert Moody,Robert.Moody@xfinity.com,679-540-7029,************9742
6927,Resort Hotel,0,51,2015,July,31,26,2,5,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,119.81,0,2,Check-Out,2015-08-02,Lisa Woods,LWoods@verizon.com,358-914-9589,************9184
6928,Resort Hotel,0,33,2016,April,16,10,1,0,1,0.0,0,BB,ESP,Corporate,Direct,0,0,0,A,A,0,No Deposit,,263.0,0,Transient-Party,42.0,0,0,Check-Out,2016-04-11,Sara King,Sara.King52@att.com,203-738-1579,************5873
6929,City Hotel,0,120,2017,May,19,11,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.1,0,0,Check-Out,2017-05-14,Jennifer Herrera,Jennifer.H@outlook.com,938-625-5641,************8283
6930,Resort Hotel,0,0,2016,December,52,19,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,1,No Deposit,146.0,,0,Transient,43.0,0,0,Check-Out,2016-12-21,David Arnold,David_A@gmail.com,824-937-3160,************5210
6931,City Hotel,0,68,2017,March,13,28,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0,Check-Out,2017-04-01,Jonathan Archer,Jonathan_Archer@mail.com,485-190-2692,************6312
6932,City Hotel,1,22,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,140.0,0,0,Canceled,2016-04-28,Spencer Russell,Russell_Spencer@zoho.com,531-877-3128,************4737
6933,City Hotel,0,34,2015,November,45,1,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Group,60.0,0,0,Check-Out,2015-11-06,Michael Cooper,Michael.C@yahoo.com,532-871-2838,************5289
6934,City Hotel,0,12,2017,February,8,19,2,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,85.0,0,2,Check-Out,2017-02-22,Brett Morton,Morton_Brett33@verizon.com,819-939-6830,************8039
6935,City Hotel,1,117,2016,February,10,29,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015-12-18,Lori Sweeney,Lori.S@aol.com,566-770-7016,************5980
6936,City Hotel,0,124,2017,August,33,15,0,3,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,141.5,0,2,Check-Out,2017-08-18,Laurie Allen,LaurieAllen@outlook.com,986-293-9327,************9791
6937,City Hotel,1,489,2016,November,46,10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21,James Riley,Riley.James@yahoo.com,614-123-4608,************8869
6938,City Hotel,0,386,2016,October,44,23,2,0,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-10-25,Joshua Goodwin,Joshua.G@comcast.net,503-648-0390,************2576
6939,City Hotel,0,5,2016,October,42,13,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,215.6,0,1,Check-Out,2016-10-15,Lauren White,White_Lauren93@zoho.com,507-276-3649,************3790
6940,Resort Hotel,0,28,2016,October,41,2,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,135.0,1,1,Check-Out,2016-10-05,Tiffany Johnson,Johnson.Tiffany@comcast.net,473-246-9504,************4967
6941,City Hotel,0,198,2015,October,40,3,1,1,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-10-05,Lisa Hudson,Lisa_H@xfinity.com,780-094-2819,************6303
6942,City Hotel,0,309,2017,May,19,13,2,3,2,0.0,0,BB,MOZ,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,467.0,,0,Transient-Party,89.1,0,0,Check-Out,2017-05-18,Jason Dalton,Jason_Dalton@yahoo.com,577-168-6528,************3766
6943,City Hotel,1,25,2016,February,8,16,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,56.98,0,0,Canceled,2016-01-22,Charles Franklin,Charles.Franklin@yandex.com,405-744-4980,************1922
6944,City Hotel,0,25,2017,June,23,4,1,0,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,174.0,1,1,Check-Out,2017-06-05,Jacob Jones,Jacob.Jones80@verizon.com,177-348-9767,************1512
6945,City Hotel,0,3,2016,September,38,15,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,169.0,0,1,Check-Out,2016-09-17,Nicolas Horton,Horton_Nicolas@verizon.com,526-224-3003,************8861
6946,City Hotel,0,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-04,Vicki Lozano,Lozano.Vicki@comcast.net,191-721-3492,************6831
6947,Resort Hotel,0,110,2015,July,27,1,1,4,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,6.0,,0,Transient,79.59,1,1,Check-Out,2015-07-06,Madison Weber,Madison.Weber@zoho.com,338-598-8436,************1450
6948,City Hotel,1,136,2017,July,28,14,2,2,1,0.0,0,HB,DNK,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,193.0,0,0,Canceled,2017-05-22,David Allen,David.Allen22@comcast.net,502-642-2651,************7584
6949,Resort Hotel,0,337,2016,October,42,9,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,E,0,No Deposit,273.0,,101,Transient-Party,67.99,0,0,Check-Out,2016-10-16,Joseph Hamilton,JosephHamilton@hotmail.com,195-587-4898,************5769
6950,Resort Hotel,1,55,2015,September,37,7,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,131.0,0,1,Canceled,2015-07-21,Megan Griffin,Megan_Griffin@verizon.com,130-348-1901,************9443
6951,Resort Hotel,1,81,2017,March,10,11,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,60.0,0,1,Canceled,2017-02-16,Jillian Hill,Jillian_Hill@zoho.com,461-092-4955,************9966
6952,City Hotel,1,226,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-04-21,Cynthia Gilbert,Cynthia_G44@mail.com,222-461-2000,************7602
